142.24,133.71,131.93,151.67,136.74,130.74,128.39,128.39,127.23,127.79,127.79,125.47,120.88,126.63,123.74,122.61,120.88,119.75,119.21,120.32,118.65,115.31,121.48,129.58,158.8,209.71,163.42,144.1,137.34,134.31,130.14,129.58,127.79,128.98,126.63,127.23,126.07,127.79,131.93,131.93,147.87,137.34,140.39,169.45,191.9,199.95,487.64,1313.39,1541.97,548.95,300.27,233.13,204.42,756.2,762.2,697.5,358.09,373.39,280.42,241.23,522.73,1143.41,697.5,461.88,395.36,308.6,263.86,240.44,219.68,205.18,194.82,188.31,181.91,179.1,176.3,214.27,274.25,220.48,202.18,197,192.61,191.17,183.32,176.3,171.49,168.77,170.13,170.81,172.19,164.07,154.89,151.04,174.23,164.75,162.74,161.43,160.75,158.8,162.74,177.01,196.26,186.86,181.2,174.94,169.45,171.49,162.74,150.39,159.45,163.42,159.45,160.1,155.54,162.09,162.09,163.42,160.75,162.09,163.42,166.08,170.81,187.57,228.35,285.77,278.67,430.16,320.83,275.13,238.8,215.04,207.42,191.17,181.91,175.62,174.23,189.02,194.82,190.46,192.61,184.74,183.32,180.49,181.2,176.3,176.3,176.3,179.1,176.3,180.49,174.94,174.23,172.19,177.01,174.94,177.69,177.01,197.74,203.68,208.95,207.42,197.74,202.18,229.14,195.53,205.92,205.18,202.92,197.74,191.9,185.45,195.53,194.82,194.82,189.02,191.9,192.61,197,201.45,211.22,202.92,199.95,202.92,215.83,216.6,214.27,222.83,223.62,220.48,216.6,225.97,222.03,214.27,226.76,231.55,222.83,230.73,222.03,218.15,222.83,230.73,213.51,215.83,222.03,225.97,221.27,233.95,225.18,218.92,230.73,229.14,232.34,230.73,223.62,224.38,220.48,224.38,223.62,218.92,223.62,213.51,217.36,216.6,213.51,216.6,208.95,209.71,209.71,202.92,189.02,193.35,196.26,194.82,194.08,204.42,197.74,194.82,191.17,198.47,199.21,197,194.08,184.03,191.17,183.32,213.51,199.95,187.57,168.12,168.77,172.19,174.94,179.1,169.45,175.62,179.78,177.01,179.1,173.55,164.75,168.77,166.08,160.1,157.5,160.1,156.85,151.67,156.85,155.54,149.77,142.24,142.24,141.02,145.35,145.35,144.1,144.1,142.86,139.77,139.18,139.18,134.93,137.93,138.55,135.52,130.74,138.55,162.09,172.87,168.12,154.24,149.77,144.1,180.49,157.5,147.87,151.04,146.6,143.48,141.02,137.93,135.52,134.31,135.52,134.93,137.34
142.24,133.71,131.93,151.67,136.74,130.74,128.39,128.39,127.23,127.79,127.79,125.47,120.89,126.63,123.74,122.61,120.88,119.75,119.21,120.32,118.65,115.31,121.48,129.58,158.8,209.72,163.42,144.1,137.34,134.31,130.14,129.58,127.79,128.98,126.63,127.23,126.07,127.79,131.93,131.93,147.87,137.34,140.39,169.45,191.9,199.95,487.64,1313.39,1541.96,548.96,300.27,233.13,204.42,756.19,762.21,697.5,358.1,373.39,280.42,241.23,522.72,1143.41,697.5,461.88,395.36,308.6,263.86,240.44,219.68,205.18,194.82,188.31,181.91,179.1,176.3,214.27,274.25,220.48,202.18,197,192.61,191.17,183.32,176.3,171.49,168.77,170.13,170.81,172.19,164.07,154.89,151.04,174.23,164.75,162.74,161.43,160.75,158.8,162.74,177.01,196.26,186.86,181.2,174.94,169.45,171.49,162.74,150.39,159.45,163.42,159.45,160.1,155.54,162.09,162.09,163.42,160.75,162.09,163.42,166.08,170.81,187.57,228.35,285.77,278.67,430.16,320.83,275.13,238.8,215.04,207.42,191.17,181.91,175.62,174.23,189.01,194.82,190.46,192.61,184.74,183.32,180.49,181.2,176.3,176.3,176.3,179.1,176.3,180.49,174.94,174.23,172.19,177.01,174.94,177.69,177.01,197.74,203.68,208.95,207.42,197.74,202.18,229.14,195.53,205.92,205.18,202.92,197.74,191.9,185.45,195.53,194.82,194.82,189.02,191.9,192.61,197,201.45,211.22,202.92,199.94,202.92,215.83,216.6,214.27,222.82,223.62,220.48,216.6,225.97,222.03,214.27,226.76,231.55,222.83,230.73,222.03,218.15,222.83,230.73,213.51,215.83,222.03,225.97,221.27,233.95,225.18,218.92,230.72,229.14,232.34,230.73,223.62,224.29,220.47,224.38,223.62,218.92,223.62,213.51,217.36,216.6,213.51,216.6,208.95,209.71,209.71,202.92,189.02,193.35,196.26,194.82,194.08,204.42,197.74,194.82,191.17,198.47,199.21,197,194.08,184.03,191.17,183.32,213.51,199.95,187.57,168.12,168.77,172.19,174.94,179.1,169.45,175.62,179.78,177.01,179.1,173.55,164.75,168.77,166.08,160.1,157.5,160.1,156.85,151.67,156.85,155.54,149.77,142.24,142.24,141.02,145.35,145.35,144.1,144.1,142.86,139.77,139.18,139.18,134.93,137.93,138.55,135.52,130.74,138.55,162.09,172.87,168.12,154.24,149.77,144.1,180.49,157.5,147.87,151.04,146.6,143.48,141.02,137.93,135.52,134.31,135.52,134.93,137.34
144.61,133.72,131.93,151.69,136.75,130.74,128.39,128.39,127.24,127.79,127.79,125.48,120.97,126.63,123.75,122.61,120.88,119.75,119.22,120.32,118.65,115.31,121.48,129.49,157.97,209.96,163.57,144.11,137.34,134.31,130.15,129.65,127.79,128.9,126.64,127.22,125.99,127.79,131.92,131.93,147.88,137.34,140.19,169.54,191.89,200.08,486.1,1312.27,1540.59,550.59,300.61,233.27,204.49,754.31,762.38,697.63,358.4,373.3,280.56,241.3,521.05,1144.36,698.2,462.26,396.32,308.74,263.99,240.56,219.75,205.19,194.83,188.31,181.91,179.1,176.42,214.46,274.66,220.54,202.25,197.07,192.62,191.17,183.39,176.32,171.49,168.76,170.06,170.81,172.19,164.07,154.96,151.03,174.16,164.75,162.74,161.43,160.75,158.73,162.67,177.01,196.18,186.87,181.2,174.94,169.45,171.48,162.74,150.26,159.3,163.35,159.39,160.04,155.48,162.02,162.08,163.42,160.75,162.09,163.35,165.94,170.81,187.51,228.16,285.44,278.73,430.14,321.29,275.39,238.86,215.17,207.42,191.17,181.91,175.63,174.16,188.95,194.82,190.47,192.68,184.87,183.33,180.49,181.19,176.2,176.3,176.35,179.1,176.31,180.49,174.99,174.24,172.2,177.01,174.95,177.43,176.57,197.67,203.68,208.93,207.42,197.74,202.12,228.03,195.6,205.92,205.24,202.58,197.6,191.77,185.31,195.53,194.82,194.81,189.16,192.04,192.62,197.13,201.52,211.22,202.91,199.75,202.78,215.83,216.78,214.33,222.7,223.62,220.48,216.54,225.97,221.84,214.28,226.69,231.61,222.83,230.72,222.03,218.15,222.83,230.91,213.51,215.9,221.91,225.9,221.33,233.88,225.11,218.98,230.54,229.26,232.34,230.66,223.62,202.07,220.35,224.38,223.8,218.8,223.54,213.5,217.43,216.66,213.45,216.6,209.07,209.71,209.65,202.91,189.02,193.35,196.13,194.73,194.08,204.21,197.74,194.6,191.02,197.94,199.14,196.93,194.21,184.05,191.45,183.39,214.29,201.09,187.78,167.97,168.77,172.2,174.86,179.1,169.47,175.61,179.78,177.02,179.3,173.63,164.75,168.78,166.25,160.17,157.43,160.1,156.92,151.67,156.85,155.54,149.77,142.3,142.24,141.02,145.28,145.42,144.1,144.11,142.86,139.78,139.18,139.1,134.96,137.93,138.55,135.39,130.74,138.54,162.02,172.84,168.13,154.24,149.84,144.1,180.69,157.51,147.8,151.05,146.6,143.48,141.02,137.93,135.59,134.3,135.59,134.93,137.34
147.31,133.74,131.93,151.71,136.76,130.74,128.39,128.39,127.25,127.79,127.79,125.5,121.04,126.63,123.75,122.62,120.88,119.75,119.23,120.31,118.65,115.31,121.48,129.42,157.15,210.19,163.72,144.12,137.35,134.31,130.15,129.72,127.8,128.83,126.66,127.22,125.92,127.79,131.9,131.93,147.89,137.35,139.99,169.63,191.87,200.21,484.6,1311.13,1539.22,552.24,300.94,233.4,204.56,752.44,762.55,697.79,358.69,373.22,280.69,241.36,519.41,1145.31,698.88,462.64,397.24,308.88,264.12,240.68,219.81,205.19,194.83,188.31,181.92,179.1,176.55,214.63,275.06,220.61,202.31,197.13,192.62,191.16,183.45,176.33,171.49,168.74,169.98,170.8,172.19,164.07,155.03,151.03,174.08,164.75,162.74,161.43,160.75,158.67,162.61,177,196.11,186.87,181.2,174.94,169.45,171.47,162.74,150.13,159.15,163.29,159.33,159.98,155.41,161.96,162.06,163.42,160.75,162.09,163.29,165.81,170.81,187.44,227.98,285.12,278.8,430.11,321.73,275.65,238.93,215.29,207.42,191.17,181.92,175.64,174.08,188.88,194.82,190.47,192.75,185,183.34,180.49,181.19,176.09,176.3,176.4,179.1,176.33,180.49,175.05,174.26,172.2,177.01,174.96,177.17,176.11,197.61,203.68,208.9,207.43,197.75,202.05,226.98,195.67,205.92,205.3,202.23,197.47,191.63,185.18,195.53,194.82,194.79,189.3,192.18,192.63,197.26,201.59,211.23,202.9,199.56,202.65,215.83,216.95,214.39,222.57,223.63,220.48,216.48,225.97,221.67,214.29,226.63,231.67,222.84,230.71,222.03,218.15,222.83,231.08,213.51,215.96,221.79,225.84,221.4,233.82,225.05,219.04,230.37,229.38,232.34,230.59,223.63,180.08,220.23,224.38,223.97,218.68,223.47,213.49,217.49,216.71,213.4,216.6,209.18,209.71,209.59,202.91,189.02,193.35,196.01,194.65,194.08,204,197.73,194.39,190.89,197.43,199.08,196.87,194.34,184.06,191.72,183.45,215.02,202.14,187.99,167.81,168.78,172.21,174.77,179.1,169.49,175.59,179.78,177.04,179.48,173.71,164.75,168.8,166.44,160.24,157.36,160.1,157,151.68,156.85,155.54,149.77,142.37,142.24,141.02,145.21,145.49,144.1,144.1,142.86,139.79,139.18,139.03,134.99,137.93,138.55,135.25,130.74,138.52,161.95,172.8,168.15,154.25,149.92,144.1,180.88,157.52,147.74,151.06,146.6,143.48,141.02,137.93,135.66,134.29,135.66,134.93,137.34
150.08,133.75,131.93,151.74,136.78,130.74,128.39,128.39,127.26,127.79,127.79,125.51,121.1,126.63,123.75,122.62,120.88,119.75,119.24,120.31,118.65,115.32,121.48,129.35,156.38,210.39,163.86,144.14,137.36,134.31,130.15,129.78,127.8,128.77,126.67,127.22,125.86,127.79,131.89,131.93,147.89,137.36,139.8,169.71,191.86,200.32,483.25,1310.06,1537.95,553.79,301.23,233.51,204.62,750.73,762.71,697.94,358.97,373.14,280.81,241.42,517.9,1146.18,699.5,462.98,398.08,309,264.23,240.78,219.86,205.2,194.84,188.31,181.93,179.1,176.68,214.77,275.41,220.66,202.37,197.19,192.63,191.16,183.51,176.35,171.49,168.73,169.92,170.8,172.19,164.07,155.09,151.02,174,164.75,162.74,161.43,160.75,158.61,162.55,177,196.03,186.88,181.2,174.95,169.45,171.47,162.74,150.01,159.02,163.23,159.28,159.93,155.35,161.91,162.05,163.42,160.75,162.09,163.24,165.68,170.81,187.38,227.82,284.83,278.86,430.09,322.11,275.88,238.98,215.39,207.42,191.17,181.92,175.65,174.01,188.81,194.82,190.48,192.82,185.11,183.34,180.49,181.18,175.98,176.3,176.46,179.1,176.35,180.5,175.11,174.27,172.2,177.01,174.97,176.91,175.66,197.55,203.68,208.87,207.43,197.76,202,226.05,195.73,205.92,205.34,201.89,197.35,191.52,185.06,195.53,194.82,194.78,189.42,192.3,192.63,197.37,201.66,211.23,202.89,199.39,202.53,215.83,217.1,214.44,222.46,223.64,220.47,216.43,225.97,221.51,214.29,226.57,231.72,222.85,230.7,222.03,218.15,222.83,231.23,213.51,216.01,221.69,225.78,221.45,233.76,225,219.09,230.22,229.48,232.34,230.54,223.63,159.98,220.13,224.38,224.12,218.59,223.41,213.49,217.55,216.76,213.35,216.6,209.27,209.71,209.54,202.9,189.02,193.36,195.9,194.57,194.08,203.82,197.73,194.2,190.76,196.98,199.02,196.81,194.45,184.08,191.97,183.51,215.66,203.05,188.17,167.67,168.78,172.21,174.69,179.1,169.51,175.57,179.78,177.06,179.65,173.78,164.75,168.81,166.61,160.31,157.3,160.11,157.07,151.69,156.85,155.54,149.77,142.42,142.24,141.02,145.14,145.56,144.1,144.1,142.86,139.79,139.18,138.97,135.02,137.93,138.55,135.12,130.74,138.51,161.89,172.76,168.17,154.25,149.98,144.1,181.05,157.53,147.68,151.07,146.6,143.48,141.02,137.93,135.73,134.28,135.72,134.93,137.34
151.13,133.75,131.93,151.75,136.78,130.74,128.39,128.39,127.26,127.79,127.79,125.51,121.13,126.63,123.75,122.62,120.88,119.75,119.25,120.31,118.65,115.32,121.48,129.33,156.1,210.46,163.91,144.14,137.36,134.31,130.15,129.8,127.8,128.74,126.67,127.22,125.83,127.79,131.89,131.93,147.9,137.37,139.73,169.74,191.85,200.36,482.76,1309.66,1537.48,554.36,301.33,233.55,204.65,750.11,762.77,698,359.06,373.11,280.85,241.44,517.35,1146.5,699.72,463.11,398.38,309.05,264.27,240.82,219.88,205.2,194.84,188.31,181.93,179.1,176.73,214.82,275.54,220.68,202.39,197.21,192.63,191.16,183.53,176.36,171.49,168.72,169.89,170.8,172.19,164.07,155.12,151.01,173.97,164.75,162.74,161.43,160.75,158.58,162.53,177,196.01,186.88,181.2,174.95,169.45,171.46,162.74,149.97,158.96,163.22,159.26,159.91,155.33,161.89,162.05,163.42,160.75,162.09,163.22,165.64,170.81,187.36,227.76,284.73,278.88,430.08,322.25,275.96,239,215.43,207.42,191.17,181.93,175.65,173.98,188.79,194.82,190.49,192.84,185.15,183.34,180.49,181.18,175.94,176.3,176.48,179.1,176.35,180.5,175.13,174.27,172.2,177.01,174.98,176.81,175.49,197.53,203.68,208.86,207.43,197.76,201.98,225.72,195.76,205.92,205.36,201.76,197.3,191.47,185.02,195.53,194.83,194.77,189.47,192.35,192.64,197.41,201.68,211.23,202.89,199.33,202.49,215.83,217.15,214.46,222.42,223.64,220.47,216.42,225.97,221.45,214.3,226.55,231.74,222.85,230.7,222.03,218.15,222.83,231.29,213.51,216.03,221.65,225.76,221.47,233.73,224.98,219.11,230.16,229.52,232.34,230.52,223.63,152.68,220.09,224.38,224.17,218.55,223.39,213.48,217.57,216.78,213.33,216.6,209.3,209.71,209.53,202.9,189.02,193.36,195.86,194.54,194.08,203.75,197.73,194.13,190.71,196.81,199,196.79,194.49,184.08,192.06,183.53,215.89,203.36,188.24,167.62,168.78,172.22,174.66,179.1,169.52,175.57,179.78,177.07,179.7,173.81,164.75,168.82,166.68,160.33,157.28,160.11,157.1,151.69,156.85,155.54,149.77,142.44,142.24,141.02,145.11,145.59,144.1,144.1,142.86,139.8,139.18,138.94,135.03,137.93,138.55,135.07,130.74,138.5,161.87,172.75,168.18,154.25,150.01,144.11,181.11,157.53,147.66,151.07,146.6,143.48,141.02,137.93,135.75,134.27,135.74,134.93,137.34
151.52,133.76,131.93,151.76,136.78,130.74,128.39,128.39,127.27,127.79,127.79,125.51,121.14,126.63,123.75,122.62,120.88,119.75,119.25,120.31,118.65,115.32,121.48,129.32,156,210.49,163.93,144.14,137.36,134.31,130.15,129.81,127.8,128.73,126.67,127.22,125.83,127.79,131.89,131.93,147.9,137.37,139.71,169.76,191.85,200.38,482.58,1309.51,1537.31,554.57,301.37,233.57,204.66,749.87,762.79,698.03,359.1,373.1,280.87,241.45,517.14,1146.62,699.81,463.16,398.49,309.07,264.28,240.83,219.89,205.2,194.84,188.31,181.93,179.1,176.75,214.84,275.58,220.69,202.4,197.21,192.63,191.16,183.54,176.36,171.49,168.72,169.88,170.8,172.19,164.07,155.12,151.01,173.96,164.75,162.74,161.43,160.75,158.58,162.52,177,196,186.88,181.2,174.95,169.45,171.46,162.74,149.95,158.95,163.21,159.25,159.9,155.32,161.89,162.05,163.42,160.75,162.09,163.21,165.62,170.81,187.36,227.74,284.69,278.88,430.07,322.3,275.99,239.01,215.44,207.42,191.17,181.93,175.65,173.97,188.78,194.82,190.49,192.85,185.17,183.34,180.49,181.18,175.93,176.3,176.49,179.1,176.36,180.49,175.14,174.28,172.2,177.01,174.98,176.77,175.43,197.52,203.68,208.86,207.43,197.76,201.97,225.6,195.77,205.92,205.36,201.72,197.29,191.46,185,195.53,194.83,194.77,189.48,192.36,192.64,197.43,201.69,211.23,202.88,199.31,202.47,215.83,217.17,214.46,222.41,223.64,220.47,216.41,225.97,221.43,214.3,226.54,231.74,222.85,230.7,222.03,218.15,222.83,231.31,213.51,216.04,221.64,225.75,221.48,233.73,224.97,219.12,230.14,229.53,232.34,230.51,223.63,149.96,220.07,224.38,224.19,218.54,223.38,213.48,217.57,216.79,213.32,216.6,209.31,209.71,209.52,202.9,189.02,193.36,195.84,194.53,194.08,203.72,197.73,194.1,190.7,196.75,198.99,196.79,194.5,184.09,192.09,183.54,215.97,203.48,188.26,167.6,168.78,172.22,174.65,179.1,169.52,175.57,179.78,177.07,179.73,173.82,164.75,168.82,166.7,160.34,157.27,160.11,157.11,151.7,156.85,155.54,149.77,142.45,142.24,141.02,145.1,145.59,144.1,144.1,142.86,139.8,139.18,138.93,135.04,137.93,138.55,135.05,130.74,138.5,161.87,172.74,168.18,154.25,150.02,144.1,181.13,157.53,147.65,151.07,146.6,143.48,141.02,137.93,135.76,134.27,135.75,134.93,137.34
151.52,133.76,131.93,151.76,136.78,130.74,128.39,128.39,127.27,127.79,127.79,125.51,121.14,126.63,123.75,122.62,120.88,119.75,119.25,120.31,118.65,115.32,121.48,129.32,156,210.49,163.93,144.14,137.36,134.31,130.15,129.81,127.8,128.73,126.67,127.22,125.83,127.79,131.89,131.93,147.9,137.37,139.71,169.76,191.85,200.38,482.58,1309.51,1537.31,554.57,301.37,233.57,204.66,749.87,762.79,698.03,359.1,373.1,280.87,241.45,517.14,1146.62,699.81,463.16,398.49,309.07,264.28,240.83,219.89,205.2,194.84,188.31,181.93,179.1,176.75,214.84,275.58,220.69,202.4,197.21,192.63,191.16,183.54,176.36,171.49,168.72,169.88,170.8,172.19,164.07,155.12,151.01,173.96,164.75,162.74,161.43,160.75,158.58,162.52,177,196,186.88,181.2,174.95,169.45,171.46,162.74,149.95,158.95,163.21,159.25,159.9,155.32,161.89,162.05,163.42,160.75,162.09,163.21,165.62,170.81,187.36,227.74,284.69,278.88,430.07,322.3,275.99,239.01,215.44,207.42,191.17,181.93,175.65,173.97,188.78,194.82,190.49,192.85,185.17,183.34,180.49,181.18,175.93,176.3,176.49,179.1,176.36,180.49,175.14,174.28,172.2,177.01,174.98,176.77,175.43,197.52,203.68,208.86,207.43,197.76,201.97,225.6,195.77,205.92,205.36,201.72,197.29,191.46,185,195.53,194.83,194.77,189.48,192.36,192.64,197.43,201.69,211.23,202.88,199.31,202.47,215.83,217.17,214.46,222.41,223.64,220.47,216.41,225.97,221.43,214.3,226.54,231.74,222.85,230.7,222.03,218.15,222.83,231.31,213.51,216.04,221.64,225.75,221.48,233.73,224.97,219.12,230.14,229.53,232.34,230.51,223.63,149.96,220.07,224.38,224.19,218.54,223.38,213.48,217.57,216.79,213.32,216.6,209.31,209.71,209.52,202.9,189.02,193.36,195.84,194.53,194.08,203.72,197.73,194.1,190.7,196.75,198.99,196.79,194.5,184.09,192.09,183.54,215.97,203.48,188.26,167.6,168.78,172.22,174.65,179.1,169.52,175.57,179.78,177.07,179.73,173.82,164.75,168.82,166.7,160.34,157.27,160.11,157.11,151.7,156.85,155.54,149.77,142.45,142.24,141.02,145.1,145.59,144.1,144.1,142.86,139.8,139.18,138.93,135.04,137.93,138.55,135.05,130.74,138.5,161.87,172.74,168.18,154.25,150.02,144.1,181.13,157.53,147.65,151.07,146.6,143.48,141.02,137.93,135.76,134.27,135.75,134.93,137.34
151.96,133.76,131.93,151.76,136.79,130.74,128.39,128.39,127.27,127.79,127.79,125.51,121.15,126.63,123.75,122.62,120.88,119.75,119.25,120.31,118.65,115.32,121.48,129.31,155.88,210.51,163.95,144.14,137.36,134.31,130.15,129.82,127.8,128.72,126.68,127.22,125.82,127.78,131.88,131.93,147.9,137.37,139.68,169.77,191.84,200.4,482.38,1309.34,1537.11,554.81,301.41,233.58,204.66,749.62,762.82,698.05,359.14,373.08,280.89,241.45,516.92,1146.75,699.9,463.21,398.61,309.08,264.3,240.84,219.9,205.2,194.84,188.31,181.93,179.1,176.77,214.86,275.63,220.7,202.4,197.22,192.63,191.16,183.55,176.37,171.49,168.72,169.87,170.8,172.19,164.07,155.13,151.01,173.95,164.75,162.74,161.43,160.75,158.57,162.51,176.99,195.99,186.89,181.2,174.95,169.45,171.46,162.74,149.93,158.92,163.2,159.24,159.89,155.31,161.88,162.04,163.42,160.75,162.09,163.2,165.6,170.81,187.35,227.72,284.65,278.89,430.07,322.36,276.02,239.02,215.45,207.42,191.17,181.93,175.65,173.96,188.77,194.82,190.49,192.86,185.18,183.35,180.49,181.18,175.91,176.3,176.5,179.1,176.36,180.5,175.15,174.28,172.2,177.01,174.98,176.73,175.36,197.51,203.68,208.85,207.43,197.76,201.96,225.47,195.78,205.92,205.37,201.67,197.27,191.44,184.99,195.53,194.83,194.77,189.5,192.38,192.64,197.44,201.7,211.24,202.88,199.29,202.45,215.83,217.2,214.47,222.4,223.64,220.47,216.4,225.97,221.41,214.3,226.53,231.75,222.85,230.7,222.03,218.15,222.83,231.33,213.51,216.05,221.62,225.74,221.49,233.72,224.96,219.13,230.12,229.54,232.34,230.5,223.63,147.14,220.06,224.38,224.21,218.52,223.37,213.48,217.58,216.79,213.32,216.6,209.33,209.7,209.51,202.89,189.02,193.36,195.83,194.51,194.08,203.7,197.73,194.08,190.68,196.69,198.98,196.78,194.52,184.09,192.13,183.54,216.06,203.6,188.29,167.57,168.78,172.22,174.64,179.1,169.53,175.56,179.78,177.08,179.75,173.83,164.75,168.82,166.73,160.35,157.26,160.11,157.12,151.7,156.85,155.54,149.77,142.46,142.24,141.02,145.09,145.6,144.1,144.1,142.86,139.8,139.18,138.92,135.05,137.93,138.55,135.03,130.74,138.49,161.86,172.73,168.19,154.25,150.03,144.1,181.15,157.54,147.64,151.07,146.6,143.48,141.02,137.93,135.77,134.27,135.76,134.93,137.34
153.08,133.76,131.93,151.77,136.79,130.74,128.39,128.39,127.27,127.79,127.79,125.52,121.17,126.63,123.75,122.62,120.88,119.75,119.26,120.31,118.65,115.32,121.48,129.28,155.59,210.58,164,144.15,137.36,134.31,130.16,129.84,127.8,128.7,126.68,127.21,125.79,127.78,131.88,131.93,147.91,137.37,139.61,169.81,191.84,200.44,481.89,1308.92,1536.63,555.41,301.52,233.62,204.69,748.98,762.88,698.12,359.24,373.05,280.93,241.47,516.36,1147.08,700.13,463.34,398.92,309.13,264.34,240.88,219.91,205.2,194.85,188.31,181.93,179.1,176.83,214.91,275.76,220.72,202.42,197.24,192.64,191.16,183.57,176.38,171.49,168.71,169.84,170.8,172.19,164.07,155.16,151.01,173.92,164.75,162.74,161.43,160.75,158.54,162.49,176.99,195.96,186.89,181.2,174.95,169.45,171.46,162.74,149.89,158.87,163.18,159.23,159.88,155.29,161.86,162.04,163.42,160.75,162.09,163.18,165.55,170.81,187.33,227.66,284.55,278.91,430.05,322.49,276.1,239.03,215.49,207.42,191.17,181.93,175.66,173.93,188.75,194.82,190.49,192.88,185.22,183.35,180.49,181.17,175.86,176.3,176.53,179.11,176.37,180.5,175.18,174.28,172.2,177.01,174.99,176.62,175.17,197.49,203.68,208.84,207.43,197.77,201.94,225.15,195.8,205.92,205.39,201.54,197.23,191.4,184.94,195.53,194.83,194.76,189.55,192.42,192.64,197.48,201.72,211.24,202.88,199.23,202.41,215.83,217.25,214.49,222.36,223.64,220.48,216.39,225.97,221.36,214.3,226.51,231.77,222.86,230.69,222.03,218.15,222.83,231.38,213.51,216.07,221.59,225.72,221.51,233.7,224.94,219.14,230.07,229.58,232.34,230.48,223.63,139.86,220.03,224.38,224.26,218.49,223.35,213.48,217.6,216.81,213.3,216.6,209.36,209.7,209.49,202.89,189.02,193.36,195.79,194.48,194.08,203.63,197.73,194.01,190.63,196.52,198.96,196.76,194.56,184.1,192.22,183.57,216.28,203.9,188.36,167.52,168.79,172.22,174.61,179.1,169.54,175.55,179.78,177.09,179.81,173.86,164.75,168.83,166.8,160.37,157.24,160.11,157.15,151.7,156.85,155.54,149.77,142.48,142.24,141.02,145.07,145.63,144.1,144.1,142.87,139.8,139.18,138.9,135.06,137.93,138.55,134.98,130.74,138.49,161.84,172.71,168.2,154.25,150.06,144.1,181.21,157.54,147.62,151.08,146.6,143.48,141.02,137.93,135.79,134.26,135.78,134.93,137.34
